,ORF_id_gen,chromosome,start,stop,gene_id,gene_symbol,strand,start_codon,ORF_length,transcript_id,uORFids
1093,chr19:17301134-17303246:-,chr19,17301135,17303246,ENSG00000127220.5,ABHD8,-,ATG,164,ENST00000247706.3,ENST00000247706.3.1
1094,chr1:1806508-1825453:-,chr1,1806509,1825453,ENSG00000078369.17,GNB1,-,ATG,28,ENST00000615252.4,ENST00000615252.4.2
1095,chr1:32901268-32901316:-,chr1,32901269,32901316,ENSG00000121900.18,TMEM54,-,ATG,15,ENST00000329151.5,ENST00000329151.5.1
1096,chr1:36156333-36156387:+,chr1,36156334,36156387,ENSG00000116871.15,MAP7D1,+,ATG,17,ENST00000316156.8,ENST00000316156.8.1
1097,chr1:45552482-45552542:+,chr1,45552483,45552542,ENSG00000117448.13,AKR1A1,+,ATG,19,ENST00000372070.7,ENST00000372070.7.1
1098,chr1:151198654-151198732:+,chr1,151198655,151198732,ENSG00000143398.19,PIP5K1A,+,ATG,25,ENST00000349792.9,ENST00000349792.9.1
1099,chr1:154602007-154602166:-,chr1,154602008,154602166,ENSG00000160710.15,ADAR,-,ATG,52,ENST00000368471.7,ENST00000368471.7.1
1100,chr1:183472519-183472573:+,chr1,183472520,183472573,ENSG00000116698.21,SMG7,+,ATG,17,ENST00000367537.7,ENST00000367537.7.1
1101,chr2:201129759-201129810:+,chr2,201129760,201129810,ENSG00000003402.19,CFLAR,+,ATG,16,ENST00000309955.7,ENST00000309955.7.1
1102,chr5:6633524-6651928:+,chr5,6633525,6651928,ENSG00000145545.11,SRD5A1,+,ATG,143,ENST00000274192.6,ENST00000274192.6.1
1103,chr8:42049692-42051975:-,chr8,42049693,42051975,ENSG00000083168.9,KAT6A,-,ATG,29,ENST00000396930.3,ENST00000396930.3.1
1104,chr9:134025862-134025988:+,chr9,134025863,134025988,ENSG00000235106.9,RP11-374P20.5,+,ATG,41,ENST00000603928.2,ENST00000603928.2.2
1105,chr9:136808119-136808155:+,chr9,136808120,136808155,ENSG00000196642.18,RABL6,+,ATG,11,ENST00000311502.11,ENST00000311502.11.1
1106,chr10:118754789-118755218:-,chr10,118754790,118755218,ENSG00000151893.14,CACUL1,-,ATG,142,ENST00000369151.7,ENST00000369151.7.1
1107,chr11:65041128-65041446:+,chr11,65041129,65041446,ENSG00000168061.14,SAC3D1,+,ATG,105,ENST00000398846.5,ENST00000398846.5.1
1108,chr11:111879513-111882530:+,chr11,111879514,111882530,ENSG00000137720.7,C11orf1,+,ATG,84,ENST00000260276.7,ENST00000260276.7.1
1109,chr12:753222-753300:+,chr12,753223,753300,ENSG00000060237.16,WNK1,+,ATG,25,ENST00000535572.5,ENST00000535572.5.2
1110,chr12:56153874-56153946:+,chr12,56153875,56153946,ENSG00000196465.10,MYL6B,+,ATG,23,ENST00000553066.5,ENST00000553066.5.1
1111,chr13:101452833-101567708:+,chr13,101452834,101567708,ENSG00000198542.13,ITGBL1,+,ATG,35,ENST00000545560.6,ENST00000545560.6.1
1112,chr14:103057231-103057387:-,chr14,103057232,103057387,ENSG00000198752.10,CDC42BPB,-,ATG,51,ENST00000361246.6,ENST00000361246.6.1
1113,chr16:57186339-57204535:+,chr16,57186340,57204535,ENSG00000159579.13,RSPRY1,+,ATG,47,ENST00000394420.8,ENST00000394420.8.1
1114,chr16:75555961-75556271:-,chr16,75555962,75556271,ENSG00000205084.10,TMEM231,-,ATG,70,ENST00000258173.10,ENST00000258173.10.1
1115,chr17:4833500-4833551:+,chr17,4833501,4833551,ENSG00000141503.15,MINK1,+,ATG,16,ENST00000355280.10,ENST00000355280.10.1
1116,chr19:6590122-6603965:-,chr19,6590123,6603965,ENSG00000125726.10,CD70,-,ATG,137,ENST00000597430.2,ENST00000597430.2.1
1117,chr19:33798703-33798748:+,chr19,33798704,33798748,ENSG00000153885.14,KCTD15,+,ATG,14,ENST00000284006.10,ENST00000284006.10.1
1118,chrX:55182561-55182804:-,chrX,55182562,55182804,ENSG00000256045.2,MTRNR2L10,-,ATG,80,ENST00000545075.2,ENST00000545075.2.1
1119,chr20:33686269-33686320:-,chr20,33686270,33686320,ENSG00000101412.12,E2F1,-,ATG,16,ENST00000343380.5,ENST00000343380.5.1
1120,chr1:46175375-46181130:+,chr1,46175376,46181130,ENSG00000117472.9,TSPAN1,+,ATG,65,ENST00000372003.5,ENST00000372003.5.1
1121,chr1:153615900-153615933:-,chr1,153615901,153615933,ENSG00000189334.8,S100A14,-,ATG,10,ENST00000368702.5,ENST00000368702.5.1
1122,chr1:178725299-178725341:+,chr1,178725300,178725341,ENSG00000116191.17,RALGPS2,+,ATG,13,ENST00000367634.6,ENST00000367634.6.1
1123,chr1:236795320-236803436:+,chr1,236795321,236803436,ENSG00000116984.12,MTR,+,ATG,141,ENST00000535889.5,ENST00000535889.5.1
1124,chr2:113756463-113756490:-,chr2,113756464,113756490,ENSG00000115084.13,SLC35F5,-,ATG,8,ENST00000245680.6,ENST00000245680.6.1
1125,chr3:94063014-94064501:+,chr3,94063015,94064501,ENSG00000178694.9,NSUN3,+,ATG,62,ENST00000314622.8,ENST00000314622.8.1
1126,chr3:196939427-196942591:-,chr3,196939428,196942591,ENSG00000114503.10,NCBP2,-,ATG,56,ENST00000321256.9,ENST00000321256.9.1
1127,chr4:6693801-6693936:+,chr4,6693802,6693936,ENSG00000163993.6,S100P,+,ATG,44,ENST00000296370.3,ENST00000296370.3.1
1128,chr4:145098211-145098355:+,chr4,145098212,145098355,ENSG00000164163.10,ABCE1,+,ATG,47,ENST00000296577.8,ENST00000296577.8.1
1129,chr5:95961722-95961824:-,chr5,95961723,95961824,ENSG00000118985.15,ELL2,-,ATG,33,ENST00000237853.8,ENST00000237853.8.1
1130,chr5:181223338-181223509:+,chr5,181223339,181223509,ENSG00000146063.19,TRIM41,+,ATG,56,ENST00000315073.9,ENST00000315073.9.1
1131,chr7:39623488-39686641:+,chr7,39623489,39686641,ENSG00000006451.7,RALA,+,ATG,115,ENST00000005257.6,ENST00000005257.6.1
1132,chr8:65669887-65669977:+,chr8,65669888,65669977,ENSG00000066855.15,MTFR1,+,ATG,29,ENST00000262146.8,ENST00000262146.8.1
1133,chr8:70608258-70608336:-,chr8,70608259,70608336,ENSG00000067167.7,TRAM1,-,ATG,25,ENST00000262213.6,ENST00000262213.6.1
1134,chr9:99227903-99230362:+,chr9,99227904,99230362,ENSG00000106803.9,SEC61B,+,ATG,40,ENST00000498603.5,ENST00000498603.5.1
1135,chr9:124257608-124302047:+,chr9,124257609,124302047,ENSG00000119408.16,NEK6,+,ATG,74,ENST00000373603.5,ENST00000373603.5.1
1136,chr10:88880150-88901656:+,chr10,88880151,88901656,ENSG00000138134.11,STAMBPL1,+,ATG,162,ENST00000371927.7,ENST00000371927.7.1
1137,chr11:86800567-86800609:+,chr11,86800568,86800609,ENSG00000150687.11,PRSS23,+,ATG,13,ENST00000533902.2,ENST00000533902.2.1
1138,chr11:126268739-126268958:-,chr11,126268740,126268958,ENSG00000182934.11,SRPRA,-,ATG,72,ENST00000332118.10,ENST00000332118.10.1
1139,chr12:15882404-15882425:+,chr12,15882405,15882425,ENSG00000023734.10,STRAP,+,ATG,6,ENST00000419869.6,ENST00000419869.6.1
1140,chr12:65825099-65825123:+,chr12,65825100,65825123,ENSG00000149948.13,HMGA2,+,ATG,7,ENST00000403681.6,ENST00000403681.6.1
1141,chr12:84912658-84912793:-,chr12,84912659,84912793,ENSG00000072041.16,SLC6A15,-,ATG,44,ENST00000266682.9,ENST00000266682.9.1
1142,chr12:110468557-110468605:+,chr12,110468558,110468605,ENSG00000204856.11,FAM216A,+,ATG,15,ENST00000377673.9,ENST00000377673.9.1
1143,chr16:88803674-88804775:+,chr16,88803675,88804775,ENSG00000167513.8,CDT1,+,ATG,173,ENST00000301019.8,ENST00000301019.8.1
1144,chr17:2593954-2638121:+,chr17,2593955,2638121,ENSG00000007168.12,PAFAH1B1,+,ATG,24,ENST00000397195.9,ENST00000397195.9.1
1145,chr17:19977722-19977800:-,chr17,19977723,19977800,ENSG00000108599.14,AKAP10,-,ATG,25,ENST00000225737.10,ENST00000225737.10.1
1146,chr17:75514060-75514165:-,chr17,75514061,75514165,ENSG00000177303.9,CASKIN2,-,ATG,34,ENST00000321617.7,ENST00000321617.7.1
1147,chr18:35627433-35654598:+,chr18,35627434,35654598,ENSG00000141429.13,GALNT1,+,ATG,29,ENST00000589189.5,ENST00000589189.5.1
1148,chr18:36297828-36297978:+,chr18,36297829,36297978,ENSG00000134775.15,FHOD3,+,ATG,49,ENST00000257209.8,ENST00000257209.8.1
1149,chr19:6763792-6763816:-,chr19,6763793,6763816,ENSG00000125731.12,SH2D3A,-,ATG,7,ENST00000245908.10,ENST00000245908.10.1
1150,chr19:11435437-11436071:+,chr19,11435438,11436071,ENSG00000130175.9,PRKCSH,+,ATG,32,ENST00000591462.5,ENST00000591462.5.1
1151,chr19:12945902-12946013:+,chr19,12945903,12946013,ENSG00000179262.9,RAD23A,+,ATG,36,ENST00000586534.5,ENST00000586534.5.1
1152,chr19:16496425-16500922:+,chr19,16496426,16500922,ENSG00000105072.8,C19orf44,+,ATG,56,ENST00000221671.7,ENST00000221671.7.1
1153,chr19:41755478-41756651:+,chr19,41755479,41756651,ENSG00000086548.8,CEACAM6,+,ATG,91,ENST00000199764.6,ENST00000199764.6.1
1154,chr20:50510382-50510415:+,chr20,50510383,50510415,ENSG00000196396.9,PTPN1,+,ATG,10,ENST00000371621.4,ENST00000371621.4.1
1155,chr21:42010291-42010345:-,chr21,42010292,42010345,ENSG00000173276.13,ZBTB21,-,ATG,17,ENST00000310826.9,ENST00000310826.9.1
1156,chr19:18557906-18562124:+,chr19,18557907,18562124,ENSG00000105700.10,KXD1,+,ATG,43,ENST00000539106.5,ENST00000539106.5.1
1157,chr1:16608532-16608640:-,chr1,16608533,16608640,ENSG00000219481.10,NBPF1,-,ATG,35,ENST00000430580.6,ENST00000430580.6.1
1158,chr1:26952288-26952387:-,chr1,26952289,26952387,ENSG00000175707.8,KDF1,-,ATG,32,ENST00000320567.5,ENST00000320567.5.1
1159,chr1:41186178-41186250:-,chr1,41186179,41186250,ENSG00000010803.16,SCMH1,-,ATG,23,ENST00000372596.5,ENST00000372596.5.2
1160,chr1:43707549-43736241:+,chr1,43707550,43736241,ENSG00000126091.20,ST3GAL3,+,ATG,50,ENST00000347631.7,ENST00000347631.7.1
1161,chr1:45660611-45660635:-,chr1,45660612,45660635,ENSG00000159592.10,GPBP1L1,-,ATG,7,ENST00000355105.7,ENST00000355105.7.1
1162,chr1:50969470-50969611:+,chr1,50969471,50969611,ENSG00000123080.10,CDKN2C,+,ATG,46,ENST00000262662.5,ENST00000262662.5.2
1163,chr1:50969823-50970365:+,chr1,50969824,50970365,ENSG00000123080.10,CDKN2C,+,ATG,27,ENST00000262662.5,ENST00000262662.5.3
1164,chr1:50968728-50968788:+,chr1,50968729,50968788,ENSG00000123080.10,CDKN2C,+,ATG,19,ENST00000262662.5,ENST00000262662.5.4
1165,chr1:53838275-53838407:-,chr1,53838276,53838407,ENSG00000058804.11,NDC1,-,ATG,43,ENST00000371429.3,ENST00000371429.3.1
1166,chr1:52055508-52055691:-,chr1,52055509,52055691,ENSG00000117862.11,TXNDC12,-,ATG,60,ENST00000371626.8,ENST00000371626.8.1
1167,chr1:53946094-53946448:+,chr1,53946095,53946448,ENSG00000116212.14,LRRC42,+,ATG,117,ENST00000371370.7,ENST00000371370.7.1
1168,chr1:70354487-70354559:-,chr1,70354488,70354559,ENSG00000118454.12,ANKRD13C,-,ATG,23,ENST00000370944.8,ENST00000370944.8.1
1169,chr1:68497006-68497027:-,chr1,68497007,68497027,ENSG00000024526.16,DEPDC1,-,ATG,6,ENST00000370966.9,ENST00000370966.9.1
1170,chr1:75724531-75724627:+,chr1,75724532,75724627,ENSG00000117054.13,ACADM,+,ATG,31,ENST00000541113.5,ENST00000541113.5.1
1171,chr1:77641540-77641579:-,chr1,77641541,77641579,ENSG00000036549.12,ZZZ3,-,ATG,12,ENST00000370798.5,ENST00000370798.5.1
1172,chr1:93079495-93079522:+,chr1,93079496,93079522,ENSG00000143033.17,MTF2,+,ATG,8,ENST00000545708.5,ENST00000545708.5.2
1173,chr1:100895425-100895641:-,chr1,100895426,100895641,ENSG00000162694.13,EXTL2,-,ATG,71,ENST00000370114.7,ENST00000370114.7.2
1174,chr1:111137545-111137566:-,chr1,111137546,111137566,ENSG00000156171.14,DRAM2,-,ATG,6,ENST00000539140.5,ENST00000539140.5.1
1175,chr1:112619719-112619776:+,chr1,112619720,112619776,ENSG00000116489.12,CAPZA1,+,ATG,18,ENST00000263168.3,ENST00000263168.3.2
1176,chr1:113073279-113073339:+,chr1,113073280,113073339,ENSG00000198799.11,LRIG2,+,ATG,19,ENST00000361127.5,ENST00000361127.5.2
1177,chr1:117367849-117367906:+,chr1,117367850,117367906,ENSG00000198162.12,MAN1A2,+,ATG,18,ENST00000356554.7,ENST00000356554.7.2
1178,chr1:117920401-117929466:-,chr1,117920402,117929466,ENSG00000196505.10,GDAP2,-,ATG,13,ENST00000369443.9,ENST00000369443.9.1
1179,chr1:116666531-116666588:-,chr1,116666532,116666588,ENSG00000143061.17,IGSF3,-,ATG,18,ENST00000369483.5,ENST00000369483.5.2
1180,chr1:119711901-119711946:+,chr1,119711902,119711946,ENSG00000092621.12,PHGDH,+,ATG,14,ENST00000641597.1,ENST00000641597.1.1
1181,chr1:147611589-147611796:+,chr1,147611590,147611796,ENSG00000116128.10,BCL9,+,ATG,68,ENST00000234739.7,ENST00000234739.7.1
1182,chr1:151006571-151006697:-,chr1,151006572,151006697,ENSG00000143409.15,FAM63A,-,ATG,41,ENST00000361936.9,ENST00000361936.9.1
1183,chr1:151165572-151165629:-,chr1,151165573,151165629,ENSG00000163155.11,LYSMD1,-,ATG,18,ENST00000368908.9,ENST00000368908.9.1
1184,chr1:154602508-154602583:-,chr1,154602509,154602583,ENSG00000160710.15,ADAR,-,ATG,24,ENST00000368471.7,ENST00000368471.7.2
1185,chr1:156601410-156601467:-,chr1,156601411,156601467,ENSG00000160818.16,GPATCH4,-,ATG,18,ENST00000368232.8,ENST00000368232.8.1
1186,chr1:156727994-156728312:-,chr1,156727995,156728312,ENSG00000143319.16,ISG20L2,-,ATG,105,ENST00000313146.10,ENST00000313146.10.1
1187,chr1:156727802-156727976:-,chr1,156727803,156727976,ENSG00000143319.16,ISG20L2,-,ATG,57,ENST00000313146.10,ENST00000313146.10.2
1188,chr1:156727692-156727749:-,chr1,156727693,156727749,ENSG00000143319.16,ISG20L2,-,ATG,18,ENST00000313146.10,ENST00000313146.10.3
1189,chr1:160031792-160031888:-,chr1,160031793,160031888,ENSG00000143315.7,PIGM,-,ATG,31,ENST00000368090.4,ENST00000368090.4.1
1190,chr1:161176439-161176505:-,chr1,161176440,161176505,ENSG00000158850.14,B4GALT3,-,ATG,21,ENST00000622395.4,ENST00000622395.4.2
1191,chr1:169368247-169368280:+,chr1,169368248,169368280,ENSG00000117475.13,BLZF1,+,ATG,10,ENST00000329281.6,ENST00000329281.6.1
1192,chr1:178776686-178776710:+,chr1,178776687,178776710,ENSG00000116191.17,RALGPS2,+,ATG,7,ENST00000367634.6,ENST00000367634.6.2
1193,chr1:173811305-173823975:-,chr1,173811306,173823975,ENSG00000120334.15,CENPL,-,ATG,16,ENST00000356198.6,ENST00000356198.6.1
1194,chr1:174999604-174999652:+,chr1,174999605,174999652,ENSG00000116161.17,CACYBP,+,ATG,15,ENST00000613570.4,ENST00000613570.4.1
1195,chr1:179852705-179852780:-,chr1,179852706,179852780,ENSG00000169905.12,TOR1AIP2,-,ATG,24,ENST00000367612.7,ENST00000367612.7.2
1196,chr1:180993418-181022673:-,chr1,180993419,181022673,ENSG00000135823.13,STX6,-,ATG,13,ENST00000542060.5,ENST00000542060.5.1
1197,chr1:184477466-184477505:+,chr1,184477467,184477505,ENSG00000116667.12,C1orf21,+,ATG,12,ENST00000235307.6,ENST00000235307.6.2
1198,chr1:203802307-203802565:+,chr1,203802308,203802565,ENSG00000058673.16,ZC3H11A,+,ATG,85,ENST00000638800.1,ENST00000638800.1.2
1199,chr1:205811032-205812896:-,chr1,205811033,205812896,ENSG00000133065.10,SLC41A1,-,ATG,47,ENST00000367137.3,ENST00000367137.3.1
1200,chr1:222712779-222712845:+,chr1,222712780,222712845,ENSG00000162819.11,BROX,+,ATG,21,ENST00000612948.4,ENST00000612948.4.2
1201,chr1:220046413-220046560:-,chr1,220046414,220046560,ENSG00000136628.17,EPRS,-,ATG,48,ENST00000366923.7,ENST00000366923.7.1
1202,chr1:226737421-226737649:-,chr1,226737422,226737649,ENSG00000143772.9,ITPKB,-,ATG,75,ENST00000429204.5,ENST00000429204.5.1
1203,chr1:227317542-227317677:-,chr1,227317543,227317677,ENSG00000143776.18,CDC42BPA,-,ATG,44,ENST00000366769.7,ENST00000366769.7.2
1204,chr1:227317866-227317920:-,chr1,227317867,227317920,ENSG00000143776.18,CDC42BPA,-,ATG,17,ENST00000366769.7,ENST00000366769.7.3
1205,chr1:241848754-241848802:+,chr1,241848755,241848802,ENSG00000174371.16,EXO1,+,ATG,15,ENST00000366548.7,ENST00000366548.7.2
1206,chr1:244835527-244835566:+,chr1,244835528,244835566,ENSG00000203667.9,COX20,+,ATG,12,ENST00000411948.6,ENST00000411948.6.1
1207,chr1:248825092-248825269:-,chr1,248825093,248825269,ENSG00000175137.10,SH3BP5L,-,ATG,58,ENST00000366472.5,ENST00000366472.5.1
1208,chr2:6940973-6941051:+,chr2,6940974,6941051,ENSG00000151692.14,RNF144A,+,ATG,25,ENST00000320892.10,ENST00000320892.10.1
1209,chr2:3377738-3377789:-,chr2,3377739,3377789,ENSG00000032389.12,TSSC1,-,ATG,16,ENST00000382125.8,ENST00000382125.8.1
1210,chr2:11453789-11465879:-,chr2,11453790,11465879,ENSG00000169016.16,E2F6,-,ATG,38,ENST00000546212.2,ENST00000546212.2.1
1211,chr2:20327329-20327353:-,chr2,20327330,20327353,ENSG00000055917.15,PUM2,-,ATG,7,ENST00000361078.6,ENST00000361078.6.1
1212,chr2:27052939-27053002:+,chr2,27052940,27053002,ENSG00000084693.15,AGBL5,+,ATG,20,ENST00000487078.5,ENST00000487078.5.1
1213,chr2:32063803-32063971:+,chr2,32063804,32063971,ENSG00000021574.12,SPAST,+,ATG,55,ENST00000315285.8,ENST00000315285.8.1
1214,chr2:38665975-38666032:+,chr2,38665976,38666032,ENSG00000143891.16,GALM,+,ATG,18,ENST00000272252.9,ENST00000272252.9.1
1215,chr2:38880214-38880650:+,chr2,38880215,38880650,ENSG00000188010.13,MORN2,+,ATG,21,ENST00000441049.5,ENST00000441049.5.1
1216,chr2:37317028-37317127:-,chr2,37317029,37317127,ENSG00000115825.9,PRKD3,-,ATG,32,ENST00000379066.5,ENST00000379066.5.2
1217,chr2:65056477-65069398:+,chr2,65056478,65069398,ENSG00000011523.13,CEP68,+,ATG,16,ENST00000377990.6,ENST00000377990.6.1
1218,chr2:69829838-69829871:+,chr2,69829839,69829871,ENSG00000087338.4,GMCL1,+,ATG,10,ENST00000282570.3,ENST00000282570.3.2
1219,chr2:74458483-74458594:+,chr2,74458484,74458594,ENSG00000239779.6,WBP1,+,ATG,36,ENST00000233615.6,ENST00000233615.6.1
1220,chr2:102762608-102764388:+,chr2,102762609,102764388,ENSG00000170417.15,TMEM182,+,ATG,45,ENST00000640575.1,ENST00000640575.1.1
1221,chr2:119760212-119760281:+,chr2,119760213,119760281,ENSG00000088179.8,PTPN4,+,ATG,22,ENST00000263708.6,ENST00000263708.6.1
1222,chr2:152175695-152175872:-,chr2,152175696,152175872,ENSG00000115145.9,STAM2,-,ATG,58,ENST00000263904.4,ENST00000263904.4.1
1223,chr2:201129778-201129853:+,chr2,201129779,201129853,ENSG00000003402.19,CFLAR,+,ATG,24,ENST00000309955.7,ENST00000309955.7.2
1224,chr2:202377209-202377284:+,chr2,202377210,202377284,ENSG00000204217.13,BMPR2,+,ATG,24,ENST00000374580.8,ENST00000374580.8.1
1225,chr2:219245896-219245980:+,chr2,219245897,219245980,ENSG00000115661.13,STK16,+,ATG,27,ENST00000409638.7,ENST00000409638.7.1
1226,chr2:231781823-231788599:+,chr2,231781824,231788599,ENSG00000144524.17,COPS7B,+,ATG,34,ENST00000611614.4,ENST00000611614.4.1
1227,chr2:234952159-234995351:+,chr2,234952160,234995351,ENSG00000130147.15,SH3BP4,+,ATG,19,ENST00000392011.6,ENST00000392011.6.1
1228,chr2:240586889-240589377:+,chr2,240586890,240589377,ENSG00000142330.19,CAPN10,+,ATG,65,ENST00000270364.11,ENST00000270364.11.1
1229,chr2:241687288-241687420:+,chr2,241687289,241687420,ENSG00000168395.15,ING5,+,ATG,43,ENST00000636051.1,ENST00000636051.1.1
1230,chr3:9649540-9649564:+,chr3,9649541,9649564,ENSG00000163719.19,MTMR14,+,ATG,7,ENST00000353332.9,ENST00000353332.9.1
1231,chr3:10248423-10248819:+,chr3,10248424,10248819,ENSG00000157014.10,TATDN2,+,ATG,131,ENST00000287652.8,ENST00000287652.8.2
1232,chr3:12663905-12663959:-,chr3,12663906,12663959,ENSG00000132155.11,RAF1,-,ATG,17,ENST00000251849.8,ENST00000251849.8.1
1233,chr3:12664058-12664088:-,chr3,12664059,12664088,ENSG00000132155.11,RAF1,-,ATG,9,ENST00000251849.8,ENST00000251849.8.2
1234,chr3:14122006-14124676:-,chr3,14122007,14124676,ENSG00000163528.12,CHCHD4,-,ATG,33,ENST00000295767.9,ENST00000295767.9.1
1235,chr3:38453968-38454130:+,chr3,38453969,38454130,ENSG00000114739.13,ACVR2B,+,ATG,53,ENST00000352511.4,ENST00000352511.4.1
1236,chr3:39383449-39383491:+,chr3,39383450,39383491,ENSG00000144659.11,SLC25A38,+,ATG,13,ENST00000273158.9,ENST00000273158.9.1
1237,chr3:52409874-52410099:-,chr3,52409875,52410099,ENSG00000163930.9,BAP1,-,ATG,74,ENST00000460680.5,ENST00000460680.5.1
1238,chr3:66221015-66221072:+,chr3,66221016,66221072,ENSG00000144741.17,SLC25A26,+,ATG,18,ENST00000354883.10,ENST00000354883.10.1
1239,chr3:100400935-100401118:-,chr3,100400936,100401118,ENSG00000154174.7,TOMM70,-,ATG,60,ENST00000284320.5,ENST00000284320.5.1
1240,chr3:120094068-120094176:-,chr3,120094069,120094176,ENSG00000082701.14,GSK3B,-,ATG,35,ENST00000264235.12,ENST00000264235.12.1
1241,chr3:129439765-129440011:-,chr3,129439766,129440011,ENSG00000129071.9,MBD4,-,ATG,81,ENST00000393278.6,ENST00000393278.6.1
1242,chr3:150408669-150408696:+,chr3,150408670,150408696,ENSG00000196428.12,TSC22D2,+,ATG,8,ENST00000361875.7,ENST00000361875.7.1
1243,chr3:156674661-156674706:+,chr3,156674662,156674706,ENSG00000163659.12,TIPARP,+,ATG,14,ENST00000295924.11,ENST00000295924.11.1
1244,chr3:167720157-167720211:-,chr3,167720158,167720211,ENSG00000114209.14,PDCD10,-,ATG,17,ENST00000392750.6,ENST00000392750.6.1
1245,chr3:183643531-183650341:+,chr3,183643532,183650341,ENSG00000114796.15,KLHL24,+,ATG,18,ENST00000454652.6,ENST00000454652.6.1
1246,chr3:184315779-184315800:+,chr3,184315780,184315800,ENSG00000114867.20,EIF4G1,+,ATG,6,ENST00000352767.7,ENST00000352767.7.2
1247,chr3:196708680-196711953:-,chr3,196708681,196711953,ENSG00000174007.7,CEP19,-,ATG,23,ENST00000409690.3,ENST00000409690.3.2
1248,chr4:25026924-25030859:-,chr4,25026925,25030859,ENSG00000153012.11,LGI2,-,ATG,149,ENST00000382114.8,ENST00000382114.8.1
1249,chr4:39527314-39527500:-,chr4,39527315,39527500,ENSG00000109814.11,UGDH,-,ATG,61,ENST00000316423.10,ENST00000316423.10.1
1250,chr4:39976607-39977467:-,chr4,39976608,39977467,ENSG00000121892.14,PDS5A,-,ATG,6,ENST00000303538.12,ENST00000303538.12.1
1251,chr4:86594599-86594764:+,chr4,86594600,86594764,ENSG00000163629.12,PTPN13,+,ATG,54,ENST00000436978.5,ENST00000436978.5.1
1252,chr4:86594355-86594451:+,chr4,86594356,86594451,ENSG00000163629.12,PTPN13,+,ATG,31,ENST00000436978.5,ENST00000436978.5.2
1253,chr4:112232017-112232161:+,chr4,112232018,112232161,ENSG00000138660.11,AP1AR,+,ATG,47,ENST00000274000.9,ENST00000274000.9.1
1254,chr4:112231822-112231903:+,chr4,112231823,112231903,ENSG00000138660.11,AP1AR,+,ATG,26,ENST00000274000.9,ENST00000274000.9.2
1255,chr4:129093185-129093236:-,chr4,129093186,129093236,ENSG00000151466.11,SCLT1,-,ATG,16,ENST00000281142.9,ENST00000281142.9.1
1256,chr4:174283857-174284253:-,chr4,174283858,174284253,ENSG00000164117.13,FBXO8,-,ATG,131,ENST00000393674.6,ENST00000393674.6.1
1257,chr4:183099457-183099499:+,chr4,183099458,183099499,ENSG00000151718.15,WWC2,+,ATG,13,ENST00000403733.7,ENST00000403733.7.1
1258,chr5:31529078-31530812:-,chr5,31529079,31530812,ENSG00000113360.16,DROSHA,-,ATG,13,ENST00000511367.6,ENST00000511367.6.1
1259,chr5:31530855-31530891:-,chr5,31530856,31530891,ENSG00000113360.16,DROSHA,-,ATG,11,ENST00000511367.6,ENST00000511367.6.2
1260,chr5:32174130-32174184:-,chr5,32174131,32174184,ENSG00000113384.13,GOLPH3,-,ATG,17,ENST00000265070.6,ENST00000265070.6.1
1261,chr5:52788060-52788153:+,chr5,52788061,52788153,ENSG00000152684.10,PELO,+,ATG,30,ENST00000274311.2,ENST00000274311.2.2
1262,chr5:65988635-65992716:+,chr5,65988636,65992716,ENSG00000112851.14,ERBIN,+,ATG,17,ENST00000284037.9,ENST00000284037.9.1
1263,chr5:74763680-74766944:-,chr5,74763681,74766944,ENSG00000164347.17,GFM2,-,ATG,30,ENST00000296805.7,ENST00000296805.7.1
1264,chr5:77087114-77087249:-,chr5,77087115,77087249,ENSG00000132846.5,ZBED3,-,ATG,44,ENST00000255198.2,ENST00000255198.2.2
1265,chr5:79512921-79512990:-,chr5,79512922,79512990,ENSG00000152413.14,HOMER1,-,ATG,22,ENST00000334082.10,ENST00000334082.10.1
1266,chr5:90529456-90529525:-,chr5,90529457,90529525,ENSG00000176018.12,LYSMD3,-,ATG,22,ENST00000315948.10,ENST00000315948.10.1
1267,chr5:102865829-102865907:+,chr5,102865830,102865907,ENSG00000145730.20,PAM,+,ATG,25,ENST00000438793.7,ENST00000438793.7.2
1268,chr5:116574364-116574397:-,chr5,116574365,116574397,ENSG00000092421.16,SEMA6A,-,ATG,10,ENST00000343348.10,ENST00000343348.10.2
1269,chr5:147671902-147782553:-,chr5,147671903,147782553,ENSG00000176049.15,JAKMIP2,-,ATG,49,ENST00000616793.4,ENST00000616793.4.1
1270,chr5:173328563-173328977:-,chr5,173328564,173328977,ENSG00000113739.10,STC2,-,ATG,137,ENST00000265087.8,ENST00000265087.8.1
1271,chr5:173329206-173329407:-,chr5,173329207,173329407,ENSG00000113739.10,STC2,-,ATG,66,ENST00000265087.8,ENST00000265087.8.2
1272,chr5:180793078-180808685:-,chr5,180793079,180808685,ENSG00000131446.16,MGAT1,-,ATG,18,ENST00000333055.8,ENST00000333055.8.1
1273,chr6:16328341-16328431:-,chr6,16328342,16328431,ENSG00000124788.18,ATXN1,-,ATG,29,ENST00000436367.5,ENST00000436367.5.1
1274,chr6:13584110-13591793:+,chr6,13584111,13591793,ENSG00000124523.15,SIRT5,+,ATG,79,ENST00000397350.6,ENST00000397350.6.1
1275,chr6:24667263-24687407:+,chr6,24667264,24687407,ENSG00000112304.10,ACOT13,+,ATG,27,ENST00000537591.5,ENST00000537591.5.1
