,ORF_id_gen,chromosome,start,stop,gene_id,gene_symbol,strand,start_codon,ORF_length,transcript_id,uORFids
946,chr19:43935004-43935106:-,chr19,43935005,43935106,ENSG00000124459.11,ZNF45,-,ATG,33,ENST00000269973.9,ENST00000269973.9.1
947,chr19:47221700-47232612:-,chr19,47221701,47232612,ENSG00000105327.17,BBC3,-,ATG,168,ENST00000341983.8,ENST00000341983.8.1
948,chr19:49877203-49877311:-,chr19,49877204,49877311,ENSG00000204673.10,AKT1S1,-,ATG,35,ENST00000391835.1,ENST00000391835.1.1
949,chr19:52025929-52028290:-,chr19,52025930,52028290,ENSG00000142556.18,ZNF614,-,ATG,26,ENST00000356322.10,ENST00000356322.10.1
950,chr19:55339858-55341838:+,chr19,55339859,55341838,ENSG00000133247.13,KMT5C,+,ATG,47,ENST00000255613.7,ENST00000255613.7.1
951,chr19:55247086-55258474:-,chr19,55247087,55258474,ENSG00000105063.18,PPP6R1,-,ATG,20,ENST00000412770.6,ENST00000412770.6.1
952,chr19:57435342-57435417:+,chr19,57435343,57435417,ENSG00000186230.6,ZNF749,+,ATG,24,ENST00000334181.4,ENST00000334181.4.1
953,chr20:448023-462500:-,chr20,448024,462500,ENSG00000125875.13,TBC1D20,-,ATG,71,ENST00000354200.4,ENST00000354200.4.1
954,chr20:408240-408705:+,chr20,408241,408705,ENSG00000125826.20,RBCK1,+,ATG,154,ENST00000356286.9,ENST00000356286.9.1
955,chr20:3149113-3149209:-,chr20,3149114,3149209,ENSG00000215251.3,FASTKD5,-,ATG,31,ENST00000380266.3,ENST00000380266.3.1
956,chr20:6006125-6006206:+,chr20,6006126,6006206,ENSG00000088766.11,CRLS1,+,ATG,26,ENST00000378863.8,ENST00000378863.8.1
957,chr20:10420618-10420750:-,chr20,10420619,10420750,ENSG00000125863.19,MKKS,-,ATG,43,ENST00000347364.7,ENST00000347364.7.2
958,chr20:5950801-5950846:+,chr20,5950802,5950846,ENSG00000125885.13,MCM8,+,ATG,14,ENST00000610722.4,ENST00000610722.4.1
959,chr20:17969074-17969119:+,chr20,17969075,17969119,ENSG00000125871.13,MGME1,+,ATG,14,ENST00000377710.9,ENST00000377710.9.1
960,chr20:21126036-21132099:+,chr20,21126037,21132099,ENSG00000088970.15,KIZ,+,ATG,56,ENST00000620891.4,ENST00000620891.4.1
961,chr20:31722819-31722855:-,chr20,31722820,31722855,ENSG00000171552.12,BCL2L1,-,ATG,11,ENST00000307677.4,ENST00000307677.4.1
962,chr20:32743437-32743488:-,chr20,32743438,32743488,ENSG00000285382.1,RP11-503P21.4,-,ATG,16,ENST00000642484.1,ENST00000642484.1.1
963,chr20:32743437-32743716:-,chr20,32743438,32743716,ENSG00000149600.11,COMMD7,-,ATG,92,ENST00000278980.10,ENST00000278980.10.1
964,chr20:33686269-33686320:-,chr20,33686270,33686320,ENSG00000101412.12,E2F1,-,ATG,16,ENST00000343380.5,ENST00000343380.5.1
965,chr20:35147273-35147315:-,chr20,35147274,35147315,ENSG00000088298.12,EDEM2,-,ATG,13,ENST00000374492.7,ENST00000374492.7.1
966,chr20:35394194-35411979:-,chr20,35394195,35411979,ENSG00000101019.21,UQCC1,-,ATG,13,ENST00000374385.9,ENST00000374385.9.1
967,chr20:34369398-34369449:+,chr20,34369399,34369449,ENSG00000078747.14,ITCH,+,ATG,16,ENST00000374864.8,ENST00000374864.8.1
968,chr20:43591012-43591033:+,chr20,43591013,43591033,ENSG00000101052.12,IFT52,+,ATG,6,ENST00000373030.7,ENST00000373030.7.1
969,chr20:46613525-46670106:-,chr20,46613526,46670106,ENSG00000158296.13,SLC13A3,-,ATG,87,ENST00000472148.5,ENST00000472148.5.1
970,chr20:45934707-45937464:+,chr20,45934708,45937464,ENSG00000100982.11,PCIF1,+,ATG,47,ENST00000372409.7,ENST00000372409.7.1
971,chr20:45881238-45882563:+,chr20,45881239,45882563,ENSG00000168612.4,ZSWIM1,+,ATG,17,ENST00000372523.1,ENST00000372523.1.1
972,chr20:46358686-46358725:-,chr20,46358687,46358725,ENSG00000080189.14,SLC35C2,-,ATG,12,ENST00000543605.5,ENST00000543605.5.1
973,chr20:58309738-58309789:+,chr20,58309739,58309789,ENSG00000124209.3,RAB22A,+,ATG,16,ENST00000244040.3,ENST00000244040.3.1
974,chr20:58651292-58651319:+,chr20,58651293,58651319,ENSG00000124222.22,STX16,+,ATG,8,ENST00000355957.9,ENST00000355957.9.1
975,chr20:57391531-57391564:+,chr20,57391532,57391564,ENSG00000132819.16,RBM38,+,ATG,10,ENST00000356208.9,ENST00000356208.9.1
976,chr20:63215581-63215899:-,chr20,63215582,63215899,ENSG00000149658.17,YTHDF1,-,ATG,17,ENST00000370339.7,ENST00000370339.7.1
977,chr20:63659282-63659357:+,chr20,63659283,63659357,ENSG00000258366.8,RTEL1,+,ATG,24,ENST00000370018.7,ENST00000370018.7.1
978,chr21:32279017-32279047:-,chr21,32279018,32279047,ENSG00000159055.3,MIS18A,-,ATG,9,ENST00000290130.3,ENST00000290130.3.1
979,chr21:42879413-42879524:-,chr21,42879414,42879524,ENSG00000160193.11,WDR4,-,ATG,36,ENST00000330317.6,ENST00000330317.6.1
980,chr22:20131925-20139484:+,chr22,20131926,20139484,ENSG00000099904.15,ZDHHC8,+,ATG,84,ENST00000334554.11,ENST00000334554.11.1
981,chr22:20394284-20394377:+,chr22,20394285,20394377,ENSG00000185252.18,ZNF74,+,ATG,30,ENST00000400451.6,ENST00000400451.6.1
982,chr22:26482167-26482227:-,chr22,26482168,26482227,ENSG00000100099.20,HPS4,-,ATG,19,ENST00000398145.6,ENST00000398145.6.2
983,chr22:26481911-26481983:-,chr22,26481912,26481983,ENSG00000100099.20,HPS4,-,ATG,23,ENST00000398145.6,ENST00000398145.6.3
984,chr22:26510617-26512432:-,chr22,26510618,26512432,ENSG00000100109.16,TFIP11,-,ATG,66,ENST00000407690.5,ENST00000407690.5.1
985,chr22:29267808-29267898:-,chr22,29267809,29267898,ENSG00000100263.13,RHBDD3,-,ATG,29,ENST00000216085.11,ENST00000216085.11.1
986,chr22:29603617-29603653:+,chr22,29603618,29603653,ENSG00000186575.17,NF2,+,ATG,11,ENST00000338641.8,ENST00000338641.8.2
987,chr22:35257507-35257555:+,chr22,35257508,35257555,ENSG00000100281.13,HMGXB4,+,ATG,15,ENST00000216106.5,ENST00000216106.5.1
988,chr22:37188190-37188235:-,chr22,37188191,37188235,ENSG00000133466.13,C1QTNF6,-,ATG,14,ENST00000337843.6,ENST00000337843.6.1
989,chr22:38872195-38872216:-,chr22,38872196,38872216,ENSG00000183741.11,CBX6,-,ATG,6,ENST00000407418.7,ENST00000407418.7.1
990,chr22:39152544-39152622:-,chr22,39152545,39152622,ENSG00000100307.12,CBX7,-,ATG,25,ENST00000216133.9,ENST00000216133.9.1
991,chr22:41621243-41621992:+,chr22,41621244,41621992,ENSG00000196419.12,XRCC6,+,ATG,34,ENST00000360079.7,ENST00000360079.7.1
992,chr22:41833193-41833232:+,chr22,41833194,41833232,ENSG00000198911.11,SREBF2,+,ATG,12,ENST00000361204.8,ENST00000361204.8.1
993,chr22:36233235-36239518:-,chr22,36233236,36239518,ENSG00000128335.13,APOL2,-,ATG,45,ENST00000249066.10,ENST00000249066.10.1
994,chr22:42695562-42695631:-,chr22,42695563,42695631,ENSG00000128274.16,A4GALT,-,ATG,22,ENST00000642412.1,ENST00000642412.1.1
995,chr22:46762773-46792558:+,chr22,46762774,46792558,ENSG00000054611.13,TBC1D22A,+,ATG,37,ENST00000337137.8,ENST00000337137.8.1
996,chr22:49883336-49883576:+,chr22,49883337,49883576,ENSG00000100426.6,ZBED4,+,ATG,79,ENST00000216268.5,ENST00000216268.5.2
997,chrX:3713350-3713575:-,chrX,3713351,3713575,ENSG00000183943.5,PRKX,-,ATG,74,ENST00000262848.5,ENST00000262848.5.1
998,chrX:14873458-14873705:+,chrX,14873459,14873705,ENSG00000130150.11,MOSPD2,+,ATG,31,ENST00000380492.7,ENST00000380492.7.1
999,chrX:13703849-13703876:+,chrX,13703850,13703876,ENSG00000123595.7,RAB9A,+,ATG,8,ENST00000464506.1,ENST00000464506.1.1
1000,chrX:47561218-47561248:+,chrX,47561219,47561248,ENSG00000078061.12,ARAF,+,ATG,9,ENST00000377045.8,ENST00000377045.8.1
1001,chrX:49922670-49923461:+,chrX,49922671,49923461,ENSG00000171365.16,CLCN5,+,ATG,58,ENST00000376088.7,ENST00000376088.7.1
1002,chrX:53225154-53225196:-,chrX,53225155,53225196,ENSG00000126012.11,KDM5C,-,ATG,13,ENST00000375401.7,ENST00000375401.7.1
1003,chrX:81121670-81201833:-,chrX,81121671,81201833,ENSG00000198157.10,HMGN5,-,ATG,32,ENST00000358130.6,ENST00000358130.6.1
1004,chrX:77786133-77786268:-,chrX,77786134,77786268,ENSG00000085224.21,ATRX,-,ATG,44,ENST00000373344.9,ENST00000373344.9.1
1005,chrX:53654124-53680074:-,chrX,53654125,53680074,ENSG00000086758.15,HUWE1,-,ATG,10,ENST00000342160.7,ENST00000342160.7.1
1006,chrX:103376402-103377041:+,chrX,103376403,103377041,ENSG00000166681.13,BEX3,+,ATG,74,ENST00000361298.8,ENST00000361298.8.1
1007,chrX:134373342-134377581:+,chrX,134373343,134377581,ENSG00000156531.16,PHF6,+,ATG,44,ENST00000370803.7,ENST00000370803.7.1
1008,chrX:154488984-154489035:-,chrX,154488985,154489035,ENSG00000126903.15,SLC10A3,-,ATG,16,ENST00000393587.4,ENST00000393587.4.1
1009,chrX:153971136-153971172:-,chrX,153971137,153971172,ENSG00000172534.13,HCFC1,-,ATG,11,ENST00000310441.11,ENST00000310441.11.1
1010,chrX:55182561-55182804:-,chrX,55182562,55182804,ENSG00000256045.2,MTRNR2L10,-,ATG,80,ENST00000545075.2,ENST00000545075.2.1
1011,chr2:65227758-65239880:+,chr2,65227759,65239880,ENSG00000138071.13,ACTR2,+,ATG,75,ENST00000260641.9,ENST00000260641.9.1
1012,chr2:74472443-74472706:-,chr2,74472444,74472706,ENSG00000204822.6,MRPL53,-,ATG,54,ENST00000258105.7,ENST00000258105.7.1
1013,chr2:161179642-161179744:+,chr2,161179643,161179744,ENSG00000136560.13,TANK,+,ATG,33,ENST00000259075.6,ENST00000259075.6.1
1014,chr3:5122293-5170519:+,chr3,5122294,5170519,ENSG00000134108.12,ARL8B,+,ATG,103,ENST00000256496.7,ENST00000256496.7.1
1015,chr3:17508512-17623884:-,chr3,17508513,17623884,ENSG00000131374.14,TBC1D5,-,ATG,42,ENST00000253692.11,ENST00000253692.11.1
1016,chr3:51385134-51386283:+,chr3,51385135,51386283,ENSG00000145050.15,MANF,+,ATG,125,ENST00000528157.5,ENST00000528157.5.1
1017,chr3:57757213-57757402:+,chr3,57757214,57757402,ENSG00000163681.14,SLMAP,+,ATG,62,ENST00000295951.7,ENST00000295951.7.1
1018,chr3:157159970-157160468:-,chr3,157159971,157160468,ENSG00000163660.11,CCNL1,-,ATG,165,ENST00000461804.5,ENST00000461804.5.1
1019,chr3:172112475-172133490:+,chr3,172112476,172133490,ENSG00000075420.12,FNDC3B,+,ATG,44,ENST00000336824.8,ENST00000336824.8.1
1020,chr4:39062588-39062669:+,chr4,39062589,39062669,ENSG00000109790.16,KLHL5,+,ATG,26,ENST00000261425.7,ENST00000261425.7.1
1021,chr4:65670116-65670155:-,chr4,65670117,65670155,ENSG00000145242.13,EPHA5,-,ATG,12,ENST00000273854.7,ENST00000273854.7.1
1022,chr5:54307913-54310479:-,chr5,54307914,54310479,ENSG00000185305.10,ARL15,-,ATG,26,ENST00000502271.5,ENST00000502271.5.1
1023,chr5:83065013-83077351:-,chr5,83065014,83077351,ENSG00000174695.9,TMEM167A,-,ATG,44,ENST00000502346.1,ENST00000502346.1.1
1024,chr5:134758801-134758837:+,chr5,134758802,134758837,ENSG00000145833.15,DDX46,+,ATG,11,ENST00000452510.6,ENST00000452510.6.1
1025,chr6:3118706-3127257:+,chr6,3118707,3127257,ENSG00000137274.12,BPHL,+,ATG,86,ENST00000380379.9,ENST00000380379.9.1
1026,chr6:2766139-2768712:+,chr6,2766140,2768712,ENSG00000124535.15,WRNIP1,+,ATG,108,ENST00000380769.8,ENST00000380769.8.1
1027,chr6:99416368-99416407:-,chr6,99416369,99416407,ENSG00000132424.14,PNISR,-,ATG,12,ENST00000369239.9,ENST00000369239.9.1
1028,chr9:70413817-70413976:-,chr9,70413818,70413976,ENSG00000119138.4,KLF9,-,ATG,52,ENST00000377126.3,ENST00000377126.3.2
1029,chr10:15102227-15103378:+,chr10,15102228,15103378,ENSG00000152464.14,RPP38,+,ATG,60,ENST00000378201.6,ENST00000378201.6.1
1030,chr10:110918149-110919128:-,chr10,110918150,110919128,ENSG00000214413.7,BBIP1,-,ATG,23,ENST00000448814.5,ENST00000448814.5.1
1031,chr11:65014116-65018639:+,chr11,65014117,65018639,ENSG00000213465.7,ARL2,+,ATG,111,ENST00000246747.8,ENST00000246747.8.1
1032,chr11:68263717-68268210:-,chr11,68263718,68268210,ENSG00000171067.10,C11orf24,-,ATG,101,ENST00000304271.10,ENST00000304271.10.2
1033,chr11:108009116-108009362:+,chr11,108009117,108009362,ENSG00000166266.13,CUL5,+,ATG,81,ENST00000393094.6,ENST00000393094.6.2
1034,chr14:64535967-64541454:+,chr14,64535968,64541454,ENSG00000126803.9,HSPA2,+,ATG,205,ENST00000394709.2,ENST00000394709.2.1
1035,chr16:58599464-58599506:-,chr16,58599465,58599506,ENSG00000125107.17,CNOT1,-,ATG,13,ENST00000317147.9,ENST00000317147.9.1
1036,chr16:70346831-70355524:+,chr16,70346832,70355524,ENSG00000168872.16,DDX19A,+,ATG,101,ENST00000302243.11,ENST00000302243.11.1
1037,chr16:84101691-84101805:-,chr16,84101692,84101805,ENSG00000140943.16,MBTPS1,-,ATG,37,ENST00000343411.7,ENST00000343411.7.3
1038,chr16:85799435-85799585:-,chr16,85799436,85799585,ENSG00000131148.8,EMC8,-,ATG,49,ENST00000435200.2,ENST00000435200.2.1
1039,chr17:28950181-28950964:-,chr17,28950182,28950964,ENSG00000109118.13,PHF12,-,ATG,44,ENST00000332830.8,ENST00000332830.8.1
1040,chr17:36532669-36533991:-,chr17,36532670,36533991,ENSG00000278259.4,MYO19,-,ATG,16,ENST00000614623.4,ENST00000614623.4.1
1041,chr18:74496281-74500007:+,chr18,74496282,74500007,ENSG00000133313.14,CNDP2,+,ATG,91,ENST00000324262.8,ENST00000324262.8.1
1042,chr20:2923258-2964894:+,chr20,2923259,2964894,ENSG00000132670.20,PTPRA,+,ATG,60,ENST00000380393.7,ENST00000380393.7.1
1043,chr20:47502006-47583223:+,chr20,47502007,47583223,ENSG00000124151.18,NCOA3,+,ATG,17,ENST00000372004.7,ENST00000372004.7.1
1044,chr20:63706706-63707113:-,chr20,63706707,63707113,ENSG00000101246.19,ARFRP1,-,ATG,48,ENST00000612256.4,ENST00000612256.4.1
1045,chrX:30859630-30859675:-,chrX,30859631,30859675,ENSG00000157625.15,TAB3,-,ATG,14,ENST00000378933.5,ENST00000378933.5.1
1046,chr1:16608532-16608640:-,chr1,16608533,16608640,ENSG00000219481.10,NBPF1,-,ATG,35,ENST00000430580.6,ENST00000430580.6.1
1047,chr1:23791022-23793721:+,chr1,23791023,23793721,ENSG00000011009.10,LYPLA2,+,ATG,148,ENST00000374514.7,ENST00000374514.7.1
1048,chr1:28516838-28529885:+,chr1,28516839,28529885,ENSG00000180198.15,RCC1,+,ATG,18,ENST00000373833.10,ENST00000373833.10.1
1049,chr1:93346149-93346221:+,chr1,93346150,93346221,ENSG00000117505.12,DR1,+,ATG,23,ENST00000370272.8,ENST00000370272.8.1
1050,chr2:38880599-38880650:+,chr2,38880600,38880650,ENSG00000188010.13,MORN2,+,ATG,16,ENST00000409077.2,ENST00000409077.2.1
1051,chr2:45009255-45009375:-,chr2,45009256,45009375,ENSG00000170577.7,SIX2,-,ATG,39,ENST00000303077.6,ENST00000303077.6.1
1052,chr3:127822643-127822781:-,chr3,127822644,127822781,ENSG00000074416.13,MGLL,-,ATG,45,ENST00000434178.6,ENST00000434178.6.1
1053,chr4:127880936-127881026:+,chr4,127880937,127881026,ENSG00000142731.10,PLK4,+,ATG,29,ENST00000270861.9,ENST00000270861.9.1
1054,chr5:6633524-6651928:+,chr5,6633525,6651928,ENSG00000145545.11,SRD5A1,+,ATG,143,ENST00000274192.6,ENST00000274192.6.1
1055,chr5:79619623-79619707:+,chr5,79619624,79619707,ENSG00000164329.13,PAPD4,+,ATG,27,ENST00000423041.6,ENST00000423041.6.1
1056,chr5:177351504-177351834:-,chr5,177351505,177351834,ENSG00000169223.14,LMAN2,-,ATG,109,ENST00000303127.11,ENST00000303127.11.1
1057,chr6:20152683-20212241:-,chr6,20152684,20212241,ENSG00000172197.10,MBOAT1,-,ATG,63,ENST00000324607.7,ENST00000324607.7.1
1058,chr6:99521074-99526107:+,chr6,99521075,99526107,ENSG00000228439.5,TSTD3,+,ATG,38,ENST00000452647.2,ENST00000452647.2.1
1059,chr6:159761942-159763024:+,chr6,159761943,159763024,ENSG00000120437.8,ACAT2,+,ATG,101,ENST00000367048.4,ENST00000367048.4.1
1060,chr7:7572438-7572495:+,chr7,7572439,7572495,ENSG00000164654.15,MIOS,+,ATG,18,ENST00000340080.8,ENST00000340080.8.1
1061,chr7:16646159-16665451:+,chr7,16646160,16665451,ENSG00000136261.14,BZW2,+,ATG,47,ENST00000258761.7,ENST00000258761.7.1
1062,chr7:23299309-23300860:+,chr7,23299310,23300860,ENSG00000156928.4,MALSU1,+,ATG,106,ENST00000466681.1,ENST00000466681.1.1
1063,chr7:43650675-43650711:-,chr7,43650676,43650711,ENSG00000106603.18,COA1,-,ATG,11,ENST00000310564.10,ENST00000310564.10.2
1064,chr8:38231803-38233065:+,chr8,38231804,38233065,ENSG00000085788.13,DDHD2,+,ATG,44,ENST00000397166.6,ENST00000397166.6.1
1065,chr8:65669880-65669952:+,chr8,65669881,65669952,ENSG00000066855.15,MTFR1,+,ATG,23,ENST00000262146.8,ENST00000262146.8.1
1066,chr8:142785326-142786553:-,chr8,142785327,142786553,ENSG00000167656.4,LY6D,-,ATG,105,ENST00000301263.4,ENST00000301263.4.1
1067,chr9:26947041-26947266:-,chr9,26947042,26947266,ENSG00000137055.14,PLAA,-,ATG,74,ENST00000397292.7,ENST00000397292.7.1
1068,chr9:128340762-128345319:+,chr9,128340763,128345319,ENSG00000167114.12,SLC27A4,+,ATG,135,ENST00000300456.4,ENST00000300456.4.1
1069,chr14:69879511-69952144:+,chr14,69879512,69952144,ENSG00000198732.10,SMOC1,+,ATG,90,ENST00000381280.4,ENST00000381280.4.1
1070,chr15:65133410-65133833:-,chr15,65133411,65133833,ENSG00000090470.14,PDCD7,-,ATG,140,ENST00000204549.8,ENST00000204549.8.1
1071,chr16:19521821-19522115:-,chr16,19521822,19522115,ENSG00000006007.11,GDE1,-,ATG,97,ENST00000353258.7,ENST00000353258.7.1
1072,chr19:10543919-10543991:+,chr19,10543920,10543991,ENSG00000130734.9,ATG4D,+,ATG,23,ENST00000309469.8,ENST00000309469.8.1
1073,chr19:17555646-17559337:+,chr19,17555647,17559337,ENSG00000130309.10,GLT25D1,+,ATG,117,ENST00000252599.8,ENST00000252599.8.1
1074,chrX:49062041-49062528:+,chrX,49062042,49062528,ENSG00000147144.12,CCDC120,+,ATG,75,ENST00000597275.5,ENST00000597275.5.1
1075,chr1:37794128-37794152:+,chr1,37794129,37794152,ENSG00000185090.14,MANEAL,+,ATG,7,ENST00000373045.10,ENST00000373045.10.1
1076,chr1:46594205-46594274:-,chr1,46594206,46594274,ENSG00000079277.19,MKNK1,-,ATG,22,ENST00000371945.8,ENST00000371945.8.1
1077,chr1:51878615-51878642:-,chr1,51878616,51878642,ENSG00000078618.21,NRDC,-,ATG,8,ENST00000354831.11,ENST00000354831.11.1
1078,chr1:113929846-113929921:+,chr1,113929847,113929921,ENSG00000163349.21,HIPK1,+,ATG,24,ENST00000369558.5,ENST00000369558.5.1
1079,chr1:153615900-153615933:-,chr1,153615901,153615933,ENSG00000189334.8,S100A14,-,ATG,10,ENST00000368702.5,ENST00000368702.5.1
1080,chr2:20447274-20447358:+,chr2,20447275,20447358,ENSG00000143878.9,RHOB,+,ATG,27,ENST00000272233.5,ENST00000272233.5.2
1081,chr2:234995350-235034919:+,chr2,234995351,235034919,ENSG00000130147.15,SH3BP4,+,ATG,24,ENST00000392011.6,ENST00000392011.6.1
1082,chr2:237590512-237590752:-,chr2,237590513,237590752,ENSG00000124839.12,RAB17,-,ATG,79,ENST00000264601.7,ENST00000264601.7.1
1083,chr3:129440161-129440359:+,chr3,129440162,129440359,ENSG00000163913.11,IFT122,+,ATG,65,ENST00000347300.6,ENST00000347300.6.1
1084,chr3:195442944-195442989:-,chr3,195442945,195442989,ENSG00000114331.13,ACAP2,-,ATG,14,ENST00000326793.10,ENST00000326793.10.1
1085,chr4:169620664-169620691:+,chr4,169620665,169620691,ENSG00000109572.13,CLCN3,+,ATG,8,ENST00000513761.5,ENST00000513761.5.2
1086,chr5:177600187-177604486:+,chr5,177600188,177604486,ENSG00000027847.13,B4GALT7,+,ATG,126,ENST00000029410.9,ENST00000029410.9.1
1087,chr8:97869105-97888201:+,chr8,97869106,97888201,ENSG00000132561.13,MATN2,+,ATG,102,ENST00000521689.5,ENST00000521689.5.1
1088,chr8:98944688-98944790:+,chr8,98944689,98944790,ENSG00000164920.9,OSR2,+,ATG,33,ENST00000297565.8,ENST00000297565.8.1
1089,chr8:124474803-124474857:+,chr8,124474804,124474857,ENSG00000170881.4,RNF139,+,ATG,17,ENST00000303545.3,ENST00000303545.3.1
1090,chr10:100912983-100913136:+,chr10,100912984,100913136,ENSG00000119906.11,SLF2,+,ATG,50,ENST00000238961.8,ENST00000238961.8.1
1091,chr10:103917593-103917656:-,chr10,103917594,103917656,ENSG00000107960.10,OBFC1,-,ATG,20,ENST00000224950.7,ENST00000224950.7.1
1092,chr11:44095656-44095806:+,chr11,44095657,44095806,ENSG00000151348.13,EXT2,+,ATG,49,ENST00000533608.5,ENST00000533608.5.1
1093,chr11:65111948-65111972:+,chr11,65111949,65111972,ENSG00000149809.14,TM7SF2,+,ATG,7,ENST00000279263.11,ENST00000279263.11.1
1094,chr11:86800567-86800609:+,chr11,86800568,86800609,ENSG00000150687.11,PRSS23,+,ATG,13,ENST00000533902.2,ENST00000533902.2.1
1095,chr11:125592875-125592905:+,chr11,125592876,125592905,ENSG00000134910.12,STT3A,+,ATG,9,ENST00000392708.8,ENST00000392708.8.1
1096,chr12:45216088-45216205:+,chr12,45216089,45216205,ENSG00000177119.15,ANO6,+,ATG,38,ENST00000425752.6,ENST00000425752.6.1
1097,chr12:116277127-116277166:-,chr12,116277128,116277166,ENSG00000123066.7,MED13L,-,ATG,12,ENST00000281928.7,ENST00000281928.7.1
1098,chr14:67674556-67674580:-,chr14,67674557,67674580,ENSG00000100568.10,VTI1B,-,ATG,7,ENST00000554659.5,ENST00000554659.5.1
1099,chr14:67241166-67269705:+,chr14,67241167,67269705,ENSG00000072415.8,MPP5,+,ATG,123,ENST00000261681.8,ENST00000261681.8.1
1100,chr15:64093700-64093784:-,chr15,64093701,64093784,ENSG00000166797.10,FAM96A,-,ATG,27,ENST00000300030.7,ENST00000300030.7.1
1101,chr15:63157429-63157486:-,chr15,63157430,63157486,ENSG00000185088.13,RPS27L,-,ATG,18,ENST00000330964.9,ENST00000330964.9.1
1102,chr15:70097510-70097540:-,chr15,70097511,70097540,ENSG00000140332.15,TLE3,-,ATG,9,ENST00000558939.5,ENST00000558939.5.2
1103,chr15:98649282-98649369:+,chr15,98649283,98649369,ENSG00000140443.13,IGF1R,+,ATG,28,ENST00000268035.10,ENST00000268035.10.1
1104,chrX:47467502-47467697:-,chrX,47467503,47467697,ENSG00000147124.12,ZNF41,-,ATG,64,ENST00000377065.8,ENST00000377065.8.1
1105,chrX:154536173-154547060:-,chrX,154536174,154547060,ENSG00000160211.16,G6PD,-,ATG,134,ENST00000621232.4,ENST00000621232.4.1
1106,chr6:106293079-106316208:-,chr6,106293080,106316208,ENSG00000057663.15,ATG5,-,ATG,44,ENST00000636437.1,ENST00000636437.1.1
1107,chr6:159688172-159730908:-,chr6,159688173,159730908,ENSG00000285441.1,RP1-56L9.7,-,ATG,98,ENST00000546087.5,ENST00000546087.5.1
1108,chr8:43102587-43122120:+,chr8,43102588,43122120,ENSG00000185900.9,POMK,+,ATG,109,ENST00000331373.9,ENST00000331373.9.2
1109,chr8:98045042-98045789:-,chr8,98045043,98045789,ENSG00000156482.10,RPL30,-,ATG,57,ENST00000521726.1,ENST00000521726.1.1
1110,chr20:5119692-5126538:-,chr20,5119693,5126538,ENSG00000132646.10,PCNA,-,ATG,86,ENST00000379160.3,ENST00000379160.3.1
1111,chr1:8871929-8878803:-,chr1,8871930,8878803,ENSG00000074800.14,ENO1,-,ATG,124,ENST00000646539.1,ENST00000646539.1.1
1112,chr3:9793006-9800190:+,chr3,9793007,9800190,ENSG00000241553.12,ARPC4,+,ATG,80,ENST00000397261.7,ENST00000397261.7.1
1113,chr12:122871041-122896189:-,chr12,122871042,122896189,ENSG00000139722.6,VPS37B,-,ATG,85,ENST00000267202.6,ENST00000267202.6.1
1114,chr15:72217470-72230987:-,chr15,72217471,72230987,ENSG00000067225.17,PKM,-,ATG,94,ENST00000319622.10,ENST00000319622.10.1
1115,chr17:15945055-15945469:+,chr17,15945056,15945469,ENSG00000170425.3,ADORA2B,+,ATG,137,ENST00000304222.2,ENST00000304222.2.2
1116,chr20:35284408-35284845:-,chr20,35284409,35284845,ENSG00000242372.7,EIF6,-,ATG,67,ENST00000374450.7,ENST00000374450.7.1
1117,chr20:4800983-4801049:-,chr20,4800984,4801049,ENSG00000101265.15,RASSF2,-,ATG,21,ENST00000379400.7,ENST00000379400.7.1
1118,chr1:43970019-43970097:+,chr1,43970020,43970097,ENSG00000132768.13,DPH2,+,ATG,25,ENST00000255108.7,ENST00000255108.7.1
1119,chr3:150762814-150762868:-,chr3,150762815,150762868,ENSG00000181788.3,SIAH2,-,ATG,17,ENST00000312960.3,ENST00000312960.3.1
1120,chr15:65607321-65611108:-,chr15,65607322,65611108,ENSG00000138614.14,INTS14,-,ATG,43,ENST00000313182.6,ENST00000313182.6.1
1121,chr20:5109386-5113033:-,chr20,5109387,5113033,ENSG00000089063.14,TMEM230,-,ATG,43,ENST00000612323.4,ENST00000612323.4.1
1122,chr1:11982068-11982092:+,chr1,11982069,11982092,ENSG00000116688.16,MFN2,+,ATG,7,ENST00000235329.9,ENST00000235329.9.1
1123,chr1:26111863-26111914:+,chr1,26111864,26111914,ENSG00000175087.9,PDIK1L,+,ATG,16,ENST00000374271.8,ENST00000374271.8.1
1124,chr1:35557212-35557269:-,chr1,35557213,35557269,ENSG00000142687.17,KIAA0319L,-,ATG,18,ENST00000325722.7,ENST00000325722.7.1
1125,chr1:45691012-45691060:+,chr1,45691013,45691060,ENSG00000159596.6,TMEM69,+,ATG,15,ENST00000372025.4,ENST00000372025.4.1
1126,chr1:52142373-52216464:+,chr1,52142374,52216464,ENSG00000157077.14,ZFYVE9,+,ATG,41,ENST00000357206.6,ENST00000357206.6.1
1127,chr1:112619385-112619493:+,chr1,112619386,112619493,ENSG00000116489.12,CAPZA1,+,ATG,35,ENST00000263168.3,ENST00000263168.3.1
1128,chr1:113905495-113905570:+,chr1,113905496,113905570,ENSG00000118655.4,DCLRE1B,+,ATG,24,ENST00000369563.3,ENST00000369563.3.2
1129,chr1:113759066-113759126:-,chr1,113759067,113759126,ENSG00000116793.15,PHTF1,-,ATG,19,ENST00000369604.5,ENST00000369604.5.1
